State FIPS code,Date,All merchant category codes spending,Accommodation and food service (ACF) spending,"Arts, entertainment, and recreation (AER)  spending",General merchandise stores (GEN) and apparel and accessories (AAP) spending,Grocery and food store (GRF)  spending,Health care and social assistance (HCS) spending ,Transportation and warehousing (TWS)  spending,"Retail spending, including grocery  (AAP, CEC, GEN, GRF, HIC, ETC, SGH) ","Retail spending, excluding grocery ((AAP, CEC, GEN, HIC, ETC, SGH) ",total spending
44,03/02/2021,0.76,-29.7,-61.6,18.6,15.5,-10.7,-39.0,24.4,34.0,-48.5
9,03/03/2021,9.68,-3.18,-38.3,21.8,23.5,12.8,-59.8,26.2,28.2,11.220000000000006
25,03/03/2021,11.1,-4.76,-27.0,26.8,22.8,21.7,-54.9,24.8,27.4,36.84
34,03/03/2021,17.6,2.28,-11.6,27.6,23.3,12.7,-33.0,29.1,34.8,85.18
36,03/03/2021,9.12,-6.3,-34.9,20.0,19.3,3.46,-46.3,23.4,27.4,6.060000000000002
44,03/03/2021,-4.98,-47.2,-57.6,16.3,12.7,-5.81,-28.6,22.8,33.9,-53.51000000000001
9,03/04/2021,9.37,-6.49,-36.2,19.5,22.8,14.5,-60.7,25.1,26.7,5.209999999999997
25,03/04/2021,12.4,-8.14,-24.7,27.2,26.9,18.1,-54.2,28.3,30.0,43.459999999999994
34,03/04/2021,16.1,-0.512,-7.12,25.9,22.4,10.0,-33.6,27.9,33.3,78.268
36,03/04/2021,8.42,-8.7,-33.6,17.5,18.5,1.66,-45.3,22.3,26.1,-1.5399999999999956
44,03/04/2021,-0.912,-41.9,-53.2,13.2,15.7,26.6,-33.2,24.4,34.3,-14.099999999999987
9,03/05/2021,9.13,-10.5,-31.6,15.6,20.4,10.3,-60.4,23.3,25.4,-7.500000000000007
25,03/05/2021,12.4,-10.2,-17.1,25.6,26.6,15.9,-51.1,28.2,30.3,48.2
34,03/05/2021,14.4,-2.68,-4.18,23.7,21.0,9.47,-36.4,26.1,31.1,68.11000000000001
36,03/05/2021,7.57,-10.5,-32.6,13.8,18.0,-0.105,-45.4,20.0,21.9,-14.905000000000001
44,03/05/2021,2.01,-37.9,-51.2,8.54,20.2,18.4,-16.9,23.6,27.4,-7.859999999999999
9,03/06/2021,9.19,-12.7,-29.3,12.7,20.5,7.59,-60.0,21.8,22.7,-16.709999999999997
25,03/06/2021,12.3,-12.8,-11.6,26.2,28.4,8.01,-50.0,28.2,28.0,44.41
34,03/06/2021,14.1,-4.99,1.18,21.8,19.9,10.1,-37.1,24.7,29.4,64.99000000000001
36,03/06/2021,7.8,-11.7,-28.5,11.5,17.8,0.0706,-45.7,18.9,20.1,-17.529400000000003
44,03/06/2021,3.49,-34.5,-49.8,17.0,22.2,-4.93,-20.0,24.9,28.4,-16.730000000000004
9,03/07/2021,10.2,-12.8,-25.2,14.0,20.2,7.08,-59.2,21.5,22.5,-11.920000000000002
25,03/07/2021,12.2,-13.5,-8.96,21.5,27.6,2.66,-47.3,27.2,26.6,35.800000000000004
34,03/07/2021,15.0,-6.1,8.84,21.8,20.4,10.9,-37.1,25.0,29.5,73.24
36,03/07/2021,9.04,-12.8,-26.4,9.25,18.7,0.327,-44.0,18.3,18.0,-18.623000000000005
44,03/07/2021,5.03,-29.4,-53.2,7.83,22.0,28.2,-24.2,22.1,22.5,-4.169999999999995
9,03/08/2021,8.12,-13.4,-33.8,13.8,21.2,5.12,-60.9,22.6,23.7,-21.67999999999999
25,03/08/2021,13.5,-14.2,-6.28,23.1,34.3,-1.42,-46.2,32.6,30.7,52.599999999999994
34,03/08/2021,13.7,-7.14,11.3,20.8,19.4,6.98,-38.2,24.3,29.0,66.44
36,03/08/2021,9.3,-12.7,-28.0,9.52,19.3,2.92,-45.3,19.1,18.9,-16.259999999999998
44,03/08/2021,3.44,-31.0,-45.0,5.15,27.8,-13.8,-23.6,22.1,15.2,-43.14999999999999
9,03/09/2021,5.24,-14.5,-36.1,10.6,17.9,-2.25,-62.7,18.2,18.4,-50.45000000000001
25,03/09/2021,10.7,-15.7,-14.9,15.2,30.1,-1.98,-44.5,26.6,22.6,17.42
34,03/09/2021,11.8,-7.34,7.35,18.7,18.0,5.27,-38.7,22.6,27.0,52.88
36,03/09/2021,8.1,-13.5,-29.6,7.5,19.1,6.58,-45.6,18.6,18.1,-18.82
44,03/09/2021,-2.44,-32.7,-47.9,-1.72,22.9,-11.8,-21.3,17.1,10.0,-65.41999999999999
9,03/10/2021,7.18,-13.6,-33.1,15.4,23.9,-2.72,-64.4,24.6,25.0,-24.92000000000001
25,03/10/2021,11.3,-14.5,-20.6,19.3,33.0,-0.366,-39.1,30.1,26.8,34.634
34,03/10/2021,12.2,-7.24,7.19,20.6,21.3,6.01,-40.9,25.3,29.1,61.36000000000001
36,03/10/2021,7.84,-12.3,-29.7,10.3,21.4,6.79,-45.9,21.4,21.2,-6.809999999999999
44,03/10/2021,2.6,-15.1,-59.8,3.74,24.8,-18.9,-27.3,21.8,17.6,-53.15999999999999
9,03/11/2021,6.73,-12.3,-33.1,14.0,23.1,-10.1,-61.4,24.2,24.9,-30.70000000000001
25,03/11/2021,8.61,-12.4,-23.6,16.1,26.6,0.55,-38.7,25.3,23.8,17.650000000000002
34,03/11/2021,12.2,-5.16,4.69,19.9,20.5,5.84,-41.5,24.2,27.8,56.269999999999996
36,03/11/2021,7.82,-11.5,-32.3,12.3,19.8,9.54,-46.0,21.1,22.2,-4.859999999999996
44,03/11/2021,0.714,-17.4,-61.2,3.58,21.9,-22.3,-9.13,23.7,24.5,-36.349999999999994
9,03/12/2021,7.23,-11.9,-35.6,18.1,24.5,-6.92,-59.4,27.3,29.2,-14.720000000000002
25,03/12/2021,9.35,-11.1,-27.3,19.4,26.9,4.18,-40.7,26.2,25.3,22.879999999999995
34,03/12/2021,13.0,-4.14,4.41,20.5,21.3,6.2,-38.6,25.0,28.5,63.17
36,03/12/2021,8.86,-10.5,-33.7,15.5,20.4,12.5,-46.0,23.5,26.2,7.899999999999995
44,03/12/2021,4.04,-17.3,-57.3,12.4,25.8,-3.64,-10.9,36.9,48.6,34.56000000000001
9,03/13/2021,9.33,-9.63,-34.9,21.6,27.3,0.047,-57.5,30.7,33.2,10.817000000000004
25,03/13/2021,10.0,-9.72,-32.5,18.6,27.7,9.48,-42.7,27.0,26.2,24.06
34,03/13/2021,13.1,-2.81,1.72,21.9,21.3,5.61,-37.4,25.8,30.0,66.12
36,03/13/2021,9.09,-9.31,-37.4,17.0,20.5,10.6,-45.8,24.6,28.2,8.390000000000004
44,03/13/2021,2.86,-12.5,-63.4,12.2,27.1,6.7,-16.1,39.9,53.5,47.4
9,03/14/2021,9.93,-9.28,-34.1,20.7,28.0,1.6,-56.9,31.0,33.0,14.019999999999996
25,03/14/2021,9.7,-9.74,-32.5,18.4,26.7,15.0,-42.8,25.6,24.5,25.16
34,03/14/2021,13.5,-2.07,-1.18,23.3,21.2,6.62,-37.1,26.3,31.1,68.16999999999999
36,03/14/2021,8.96,-9.54,-37.7,19.0,20.0,11.3,-45.6,25.0,29.4,11.859999999999992
44,03/14/2021,0.662,-11.0,-65.5,18.5,26.9,-3.05,-5.94,42.4,58.6,60.910000000000004
9,03/15/2021,13.1,-6.94,-26.5,22.2,30.4,1.91,-54.8,33.3,35.2,34.77
25,03/15/2021,9.77,-9.99,-29.3,18.9,26.3,21.7,-45.6,26.0,25.7,33.709999999999994
34,03/15/2021,14.3,-1.43,-1.86,23.3,22.8,6.45,-37.0,27.0,30.9,70.16
36,03/15/2021,9.03,-9.42,-35.8,20.4,20.7,8.46,-46.3,25.8,30.2,14.040000000000006
44,03/15/2021,1.99,-10.6,-67.5,19.6,25.6,29.9,5.82,42.8,60.6,106.22
9,03/16/2021,14.1,-4.96,-27.5,24.9,31.1,4.51,-52.3,35.2,38.1,49.050000000000004
25,03/16/2021,10.8,-9.46,-28.1,22.6,28.7,18.9,-47.0,28.8,28.9,43.34
34,03/16/2021,15.3,-1.1,1.29,24.9,24.2,8.67,-35.9,27.9,31.4,81.36
36,03/16/2021,10.0,-9.0,-34.1,22.3,21.4,6.66,-43.9,27.0,31.9,22.259999999999998
44,03/16/2021,5.92,-10.9,-69.9,30.1,26.9,30.9,31.5,48.8,72.7,160.09999999999997
9,03/17/2021,14.3,-5.29,-26.3,25.7,31.7,1.97,-49.3,34.8,36.8,50.08
25,03/17/2021,12.6,-8.59,-24.5,22.0,27.8,20.9,-51.7,28.1,28.2,42.209999999999994
34,03/17/2021,17.1,-0.657,3.29,25.5,24.6,8.98,-34.2,28.6,32.4,88.513
36,03/17/2021,12.7,-8.88,-33.5,23.0,23.2,8.12,-44.0,28.4,33.0,29.339999999999996
44,03/17/2021,5.47,-12.3,-57.2,31.9,28.9,45.7,23.3,48.3,69.5,178.1
9,03/18/2021,14.8,-6.5,-28.0,26.9,31.3,10.8,-46.1,34.7,37.0,60.1
25,03/18/2021,15.7,-8.37,-21.3,25.0,29.6,23.4,-50.2,30.4,31.3,59.83
34,03/18/2021,18.6,-0.762,8.74,26.7,23.6,11.2,-30.8,28.8,33.5,100.978
36,03/18/2021,14.6,-8.11,-31.9,23.0,23.0,8.93,-42.6,29.4,34.8,36.519999999999996
44,03/18/2021,5.49,-12.5,-60.9,34.5,24.9,42.2,5.29,43.3,62.4,139.19
9,03/19/2021,15.5,-5.5,-30.8,25.5,32.3,11.6,-34.5,32.9,33.2,64.7
25,03/19/2021,17.3,-7.47,-18.2,26.7,31.1,34.2,-48.9,30.5,30.0,77.93
34,03/19/2021,19.8,-0.142,14.4,28.4,24.3,13.5,-31.0,30.7,36.6,116.75800000000001
36,03/19/2021,15.6,-8.8,-30.3,24.6,23.6,9.72,-41.3,30.3,36.0,43.82000000000001
44,03/19/2021,2.33,-10.2,-66.5,29.6,21.1,-0.751,-10.9,38.9,57.1,58.349
9,03/20/2021,13.4,-7.74,-32.1,23.4,31.3,4.68,-34.2,29.6,28.3,43.239999999999995
25,03/20/2021,18.2,-6.29,-20.2,31.2,29.7,36.6,-46.3,31.7,33.8,90.21
34,03/20/2021,20.8,0.253,16.0,29.1,24.0,15.6,-30.4,32.1,39.4,126.053
36,03/20/2021,16.8,-7.37,-29.6,26.4,22.8,14.1,-41.2,31.3,38.6,55.03
44,03/20/2021,1.55,-13.5,-52.6,30.0,20.1,-0.864,16.4,35.4,50.2,85.13600000000001
9,03/21/2021,14.0,-7.64,-33.9,27.1,30.9,9.76,-34.7,30.3,29.8,51.62
25,03/21/2021,19.2,-4.01,-20.0,34.8,30.2,35.0,-46.0,35.2,40.3,105.49
34,03/21/2021,21.7,1.46,19.8,30.3,25.2,15.9,-30.0,33.8,41.7,138.16000000000003
36,03/21/2021,18.0,-6.34,-28.2,29.6,23.8,13.8,-43.0,33.9,42.7,66.26
44,03/21/2021,3.79,-18.6,-32.4,35.1,23.4,-6.16,-9.52,38.7,53.6,84.12
9,03/22/2021,14.3,-9.08,-33.9,29.8,32.4,10.8,-34.5,31.6,31.1,58.220000000000006
25,03/22/2021,21.4,-0.904,-21.6,38.7,31.9,29.1,-46.7,37.5,43.2,111.196
34,03/22/2021,22.7,2.14,24.7,32.1,25.0,17.3,-30.1,35.8,45.4,152.33999999999997
36,03/22/2021,19.9,-5.18,-29.1,32.4,24.8,19.0,-42.7,35.9,45.5,80.62
44,03/22/2021,3.59,-21.0,-49.9,44.0,22.4,-16.8,-37.7,40.2,58.8,39.999999999999986
9,03/23/2021,15.5,-11.0,-32.1,28.0,34.1,14.0,-35.4,32.2,30.9,60.7
25,03/23/2021,21.6,-1.12,-19.3,39.6,31.5,32.3,-45.6,38.5,45.8,121.67999999999999
34,03/23/2021,23.5,2.7,27.3,33.2,25.9,19.4,-30.0,37.6,47.9,164.0
36,03/23/2021,20.4,-4.19,-28.4,32.7,25.6,19.3,-43.8,36.9,46.6,84.71000000000001
44,03/23/2021,3.36,-21.6,-47.8,41.4,21.7,-26.1,-44.8,39.8,58.6,21.199999999999996
9,03/24/2021,14.1,-12.6,-32.1,26.6,30.2,15.6,-35.9,30.1,29.9,51.8
25,03/24/2021,18.6,-2.89,-21.7,39.5,29.7,29.6,-47.1,38.2,47.2,112.51
34,03/24/2021,20.7,1.07,24.6,31.5,23.6,17.0,-31.3,35.5,46.1,148.07000000000002
36,03/24/2021,17.7,-5.93,-29.5,32.2,23.5,15.6,-43.4,35.7,46.0,74.17000000000002
44,03/24/2021,3.95,-21.0,-51.7,42.4,20.5,-29.8,-44.1,39.1,58.4,13.799999999999983
9,03/25/2021,14.6,-11.0,-32.9,28.9,30.8,13.0,-37.3,31.9,32.6,56.0
25,03/25/2021,17.0,-2.1,-23.1,38.9,29.0,26.2,-48.8,36.7,44.7,101.5
34,03/25/2021,20.3,0.889,18.5,32.8,25.8,15.8,-33.2,37.0,46.9,144.48899999999998
36,03/25/2021,16.9,-5.88,-29.2,33.4,25.0,16.0,-45.5,36.4,46.0,76.22
44,03/25/2021,7.05,-18.3,-44.9,35.3,26.3,-35.9,-49.2,39.1,52.7,5.100000000000001
9,03/26/2021,14.6,-11.3,-33.1,31.6,32.0,7.25,-48.7,36.2,38.8,52.74999999999999
25,03/26/2021,14.4,-1.66,-24.7,37.8,27.3,14.2,-48.5,35.7,44.3,84.44
34,03/26/2021,19.5,1.3,13.3,32.4,25.8,11.5,-34.8,36.6,46.2,132.3
36,03/26/2021,16.1,-4.6,-27.8,32.2,24.5,15.8,-45.6,35.3,44.4,74.2
44,03/26/2021,10.2,-18.6,-34.4,29.1,28.3,-5.5,-45.6,37.2,46.5,37.0
9,03/27/2021,14.5,-9.8,-33.9,31.8,31.1,11.0,-48.5,36.1,39.1,56.900000000000006
25,03/27/2021,12.8,-1.74,-19.2,37.3,26.9,12.6,-48.3,33.9,40.9,82.36
34,03/27/2021,18.6,1.03,14.6,32.8,26.1,8.9,-35.4,36.3,45.4,129.73000000000002
36,03/27/2021,14.9,-5.72,-25.1,31.6,24.4,11.9,-45.4,34.8,43.6,70.08
44,03/27/2021,7.27,-20.2,-40.2,25.7,27.1,-21.8,-43.5,36.4,46.3,9.79999999999999
9,03/28/2021,13.7,-9.26,-37.2,27.9,33.1,9.65,-46.7,35.3,36.7,49.489999999999995
25,03/28/2021,11.7,-3.77,-23.3,35.4,27.3,14.7,-47.5,31.2,34.9,68.93
34,03/28/2021,17.1,-0.0889,9.38,31.6,26.1,9.1,-34.1,34.6,42.3,118.8911
36,03/28/2021,13.5,-6.31,-26.5,30.2,24.0,12.5,-44.4,33.5,41.4,64.39
44,03/28/2021,5.59,-18.5,-39.7,15.6,25.3,-17.6,-30.3,26.6,28.1,-10.5
9,03/29/2021,11.2,-10.2,-40.9,27.0,31.8,5.25,-47.8,33.5,34.6,33.25000000000001
25,03/29/2021,11.1,-4.58,-23.9,35.4,27.5,13.2,-47.9,31.7,35.8,67.22
34,03/29/2021,16.2,-0.177,5.95,32.1,27.3,11.2,-34.2,34.2,40.5,116.873
36,03/29/2021,12.9,-4.8,-25.6,29.6,25.5,9.14,-44.0,33.5,40.1,63.440000000000005
44,03/29/2021,4.6,-16.7,-26.2,13.3,31.3,-8.64,-20.8,27.2,23.7,23.16
9,03/30/2021,11.7,-8.1,-41.8,30.6,37.1,4.56,-45.7,36.4,36.1,49.16
25,03/30/2021,12.4,-3.62,-26.1,36.6,30.5,12.7,-48.7,34.1,37.5,72.97999999999999
34,03/30/2021,16.7,0.01,5.52,33.9,30.1,7.22,-33.7,35.8,41.1,119.94999999999999
36,03/30/2021,13.7,-3.95,-26.0,31.9,27.5,8.35,-42.5,35.2,41.7,72.2
44,03/30/2021,7.81,-11.8,-19.3,16.1,35.9,-4.39,-23.4,31.1,27.0,51.21
9,03/31/2021,11.9,-8.1,-43.6,31.1,40.3,3.87,-46.0,38.2,37.1,52.870000000000005
25,03/31/2021,13.0,-3.1,-23.8,35.1,31.0,9.51,-44.0,32.1,32.9,69.71000000000001
34,03/31/2021,17.9,2.03,8.41,34.5,31.9,8.12,-33.0,36.7,41.2,129.86
36,03/31/2021,14.3,-1.75,-25.1,32.5,29.1,10.5,-42.2,35.6,41.1,79.75
44,03/31/2021,9.79,-13.1,-32.0,20.0,31.6,-10.7,-13.2,27.4,24.1,34.1
9,04/01/2021,11.8,-7.64,-39.6,31.3,44.5,1.2,-47.8,38.6,35.2,55.760000000000005
25,04/01/2021,14.2,-2.87,-28.4,36.8,34.8,16.1,-41.2,35.2,35.5,85.93
34,04/01/2021,18.8,3.73,4.76,35.6,35.4,5.32,-32.6,38.9,42.5,133.61
36,04/01/2021,14.8,-0.424,-27.8,33.4,31.4,8.26,-39.0,36.9,41.5,84.23599999999999
44,04/01/2021,5.19,-11.9,-36.6,24.8,30.6,-17.5,-16.6,26.0,22.6,21.400000000000002
9,04/02/2021,12.7,-5.15,-34.0,32.2,51.1,5.98,-47.9,39.9,33.2,75.33000000000001
25,04/02/2021,17.0,-3.1,-26.7,40.0,43.4,20.3,-40.3,40.4,37.4,111.4
34,04/02/2021,21.0,4.83,7.59,39.5,42.8,3.89,-31.9,44.2,45.9,156.81
36,04/02/2021,15.7,0.892,-28.1,36.4,37.9,5.96,-40.2,41.5,44.5,98.852
44,04/02/2021,3.43,-12.1,-34.5,30.1,39.9,-35.9,-15.6,33.2,28.1,33.2
9,04/03/2021,12.9,-6.56,-32.6,32.6,57.2,4.1,-48.8,41.5,32.1,79.54
25,04/03/2021,20.4,-3.3,-27.2,39.7,54.3,21.1,-40.6,48.0,41.7,133.7
34,04/03/2021,22.6,5.55,8.09,40.1,49.3,4.01,-29.7,46.8,45.3,169.45
36,04/03/2021,16.7,2.04,-30.8,35.5,42.3,6.52,-39.9,42.6,42.9,101.16
44,04/03/2021,8.93,-12.0,-38.8,23.9,48.4,-21.3,-16.4,36.8,27.2,47.8
9,04/04/2021,9.5,-7.82,-30.4,23.0,47.0,2.61,-49.8,31.2,21.9,37.69
25,04/04/2021,16.5,-6.32,-25.6,29.2,41.5,17.9,-40.2,38.5,35.5,90.47999999999999
34,04/04/2021,18.8,4.25,9.85,29.3,39.7,2.09,-31.1,36.8,35.0,125.88999999999999
36,04/04/2021,13.1,1.05,-33.4,24.9,33.5,4.84,-39.8,33.1,32.8,56.989999999999995
44,04/04/2021,6.81,-14.5,-39.8,17.9,40.1,-10.6,-25.1,31.5,25.0,24.5
9,04/05/2021,10.7,-7.68,-31.3,23.5,47.2,8.56,-48.6,31.6,22.4,45.68
25,04/05/2021,16.9,-8.87,-26.9,27.8,41.2,22.6,-36.8,37.9,34.7,91.63000000000001
34,04/05/2021,19.1,5.78,14.7,28.6,37.2,-0.135,-30.2,36.2,35.9,128.045
36,04/05/2021,13.2,-0.836,-33.1,23.7,31.2,6.83,-38.8,31.6,32.0,52.594
44,04/05/2021,7.82,-16.5,-37.9,22.4,32.1,-2.69,-26.9,28.2,26.2,24.91
9,04/06/2021,9.05,-8.39,-28.2,19.3,40.4,12.0,-49.5,26.6,18.5,30.71
25,04/06/2021,16.7,-8.8,-25.1,26.1,40.7,23.4,-35.9,36.5,32.2,89.1
34,04/06/2021,18.8,7.27,18.7,27.0,34.3,0.836,-29.9,34.3,34.9,127.406
36,04/06/2021,12.6,-1.46,-32.1,20.6,28.6,5.64,-36.9,29.2,29.7,43.28
44,04/06/2021,6.28,-23.4,-37.8,23.3,27.0,24.7,-28.1,33.9,41.6,61.2
9,04/07/2021,9.18,-7.61,-27.3,18.5,39.7,9.2,-48.0,26.3,18.7,29.489999999999995
25,04/07/2021,16.3,-10.2,-24.7,26.1,39.0,24.5,-40.3,36.8,34.4,85.6
34,04/07/2021,18.5,7.96,16.6,27.3,32.6,1.19,-29.0,33.4,34.8,124.85000000000001
36,04/07/2021,12.4,-2.38,-32.3,18.5,26.0,5.73,-35.9,27.7,29.1,36.45
44,04/07/2021,6.36,-19.0,-32.6,13.7,29.2,28.4,-23.8,36.2,43.2,75.3
9,04/08/2021,9.06,-7.4,-26.6,17.3,33.1,11.0,-47.9,25.4,21.0,25.900000000000002
25,04/08/2021,15.7,-10.8,-19.7,24.1,34.6,18.9,-38.8,35.1,35.5,78.9
34,04/08/2021,16.9,7.62,25.3,24.6,26.1,3.62,-29.2,30.1,34.1,122.24000000000001
36,04/08/2021,11.5,-3.9,-30.1,16.1,20.9,7.82,-37.9,24.8,28.0,25.720000000000002
44,04/08/2021,0.635,-21.1,-27.1,20.0,25.1,54.2,-23.0,17.1,11.3,56.5
9,04/09/2021,7.19,-9.89,-30.9,13.8,22.5,16.0,-43.9,20.7,19.8,8.11
25,04/09/2021,13.9,-12.5,-22.7,20.5,26.6,16.9,-38.1,32.4,38.1,61.199999999999996
34,04/09/2021,14.3,7.54,23.0,19.6,16.0,6.13,-28.1,23.3,30.0,97.47
36,04/09/2021,10.8,-4.05,-30.5,13.0,13.9,7.88,-35.5,20.7,26.3,11.730000000000004
44,04/09/2021,0.93,-21.7,-29.3,21.2,8.18,40.8,-9.08,7.87,7.54,25.509999999999994
9,04/10/2021,6.87,-6.85,-29.1,12.9,13.5,12.7,-40.8,18.9,22.2,3.449999999999992
25,04/10/2021,10.5,-12.1,-24.6,16.7,15.6,16.8,-38.7,25.1,34.5,33.3
34,04/10/2021,11.8,8.09,19.5,15.8,6.57,7.86,-29.3,18.3,28.5,75.32
36,04/10/2021,8.97,-4.88,-29.7,11.3,6.99,6.27,-35.6,17.3,25.7,-2.6200000000000045
44,04/10/2021,-3.77,-20.5,-22.2,19.8,-1.56,23.6,-23.3,2.54,5.34,-16.28
9,04/11/2021,10.4,-4.92,-28.9,24.2,22.2,15.5,-40.8,30.1,34.7,52.080000000000005
25,04/11/2021,15.3,-8.04,-21.5,27.1,29.1,20.9,-39.1,37.1,44.8,90.36
34,04/11/2021,15.2,10.2,18.4,25.8,14.1,9.91,-27.6,26.7,37.7,115.21
36,04/11/2021,12.5,-3.05,-28.1,20.4,14.9,5.32,-34.0,25.8,34.7,35.97
44,04/11/2021,-0.707,-19.7,-14.4,30.7,8.75,9.18,-18.6,13.6,17.2,26.729999999999997
9,04/12/2021,10.8,-2.12,-26.0,23.4,22.5,14.8,-38.6,30.5,35.2,59.68
25,04/12/2021,15.2,-5.83,-18.9,26.1,28.8,21.5,-40.2,36.3,43.4,91.16999999999999
34,04/12/2021,15.2,9.14,12.5,25.9,14.4,14.1,-27.5,26.2,36.7,111.44
36,04/12/2021,13.0,-2.26,-27.9,21.7,14.7,5.05,-33.5,26.1,35.5,39.39
44,04/12/2021,19.8,-17.1,-10.1,26.2,14.7,10.4,-29.5,65.0,97.9,157.5
9,04/13/2021,12.2,-1.26,-24.9,27.6,24.1,11.0,-36.9,34.9,41.5,76.04
25,04/13/2021,15.6,-4.66,-14.5,25.4,28.0,18.9,-38.1,36.8,45.4,97.23999999999998
34,04/13/2021,15.2,8.37,7.42,24.8,13.8,15.3,-26.9,26.1,37.2,106.09
36,04/13/2021,13.0,-1.7,-28.8,23.0,14.4,6.95,-35.3,26.3,36.4,41.25
44,04/13/2021,18.4,-12.2,0.917,18.5,12.0,-6.51,-33.7,54.5,82.5,116.007
9,04/14/2021,12.2,1.44,-23.5,29.1,24.0,15.5,-36.6,35.5,42.6,88.04
25,04/14/2021,16.5,-3.17,-13.4,24.4,29.6,23.9,-36.8,37.9,45.8,108.22999999999999
34,04/14/2021,14.9,7.47,8.46,24.3,13.6,15.6,-26.2,26.0,37.3,106.53
36,04/14/2021,12.7,-2.03,-28.4,23.2,13.5,6.35,-35.0,26.4,37.3,41.31999999999999
44,04/14/2021,18.0,-17.7,1.21,30.8,12.1,3.4,-39.5,56.3,85.6,132.20999999999998
9,04/15/2021,10.9,1.71,-22.4,27.5,25.5,16.6,-35.0,33.7,38.9,86.51
25,04/15/2021,14.8,-4.9,-11.7,19.3,28.9,31.6,-42.1,34.3,39.3,94.69999999999999
34,04/15/2021,14.4,6.35,6.4,24.3,13.9,16.2,-25.9,25.4,36.1,102.75
36,04/15/2021,12.2,-2.25,-28.0,22.0,12.7,2.55,-34.3,25.6,36.9,35.2
44,04/15/2021,21.2,-18.9,-4.15,24.0,12.2,1.48,-32.9,82.0,144.0,207.73000000000002
9,04/16/2021,11.4,2.09,-20.2,28.5,24.3,16.4,-37.0,32.4,37.6,84.09
25,04/16/2021,12.3,-5.0,-9.19,15.0,24.7,40.7,-44.1,28.7,32.5,83.31
34,04/16/2021,14.5,5.21,7.59,24.6,13.4,20.9,-25.6,25.4,36.5,108.0
36,04/16/2021,11.2,-3.42,-28.2,20.3,10.8,4.06,-32.7,23.5,34.6,28.94
44,04/16/2021,19.7,-17.1,-9.77,12.5,14.8,-0.447,-28.5,83.2,142.0,196.683
9,04/17/2021,12.0,1.12,-19.7,27.4,23.1,26.0,-38.3,31.4,36.8,87.82
25,04/17/2021,12.8,-4.57,-8.17,16.3,23.7,44.0,-45.0,27.9,32.0,86.16
34,04/17/2021,15.6,4.45,8.24,25.5,12.7,22.4,-25.7,25.3,37.1,109.98999999999998
36,04/17/2021,12.2,-3.86,-26.9,20.3,9.6,8.4,-30.5,23.3,35.6,35.940000000000005
44,04/17/2021,24.2,-22.7,-29.3,26.1,13.5,-2.37,-3.07,91.0,167.0,240.16
9,04/18/2021,12.4,0.957,-18.3,24.9,18.3,25.6,-38.3,28.6,35.2,76.95700000000001
25,04/18/2021,11.9,-3.38,-8.56,14.4,17.1,43.7,-44.1,22.9,28.4,70.46000000000001
34,04/18/2021,16.1,4.72,7.58,23.6,8.86,22.5,-25.0,23.5,37.3,103.06
36,04/18/2021,12.4,-4.11,-25.9,18.0,5.7,12.8,-30.1,21.6,36.0,33.99
44,04/18/2021,21.9,-23.1,-33.9,18.8,6.52,-4.3,0.711,83.4,159.0,207.131
9,04/19/2021,9.19,-2.98,-21.1,17.7,10.4,29.2,-38.6,21.4,28.6,44.62
25,04/19/2021,10.5,-1.46,-5.29,12.3,11.1,38.0,-39.8,19.5,27.6,61.95
34,04/19/2021,14.5,3.48,5.86,17.3,3.92,24.7,-26.2,18.4,32.1,79.56
36,04/19/2021,9.98,-5.88,-27.4,11.0,0.222,12.3,-29.9,15.9,30.3,6.541999999999998
44,04/19/2021,0.138,-23.6,-39.0,11.5,-0.424,-20.6,32.8,19.2,37.3,17.176
9,04/20/2021,8.4,-2.52,-22.7,14.2,6.93,22.6,-43.1,18.3,25.9,19.61
25,04/20/2021,7.98,0.887,-3.55,8.6,3.19,39.7,-44.1,13.7,24.3,42.727
34,04/20/2021,13.5,3.8,6.78,15.8,0.208,26.4,-27.2,15.5,30.4,71.68799999999999
36,04/20/2021,9.48,-5.29,-26.8,9.98,-2.85,10.4,-30.0,13.9,29.6,-1.0600000000000023
44,04/20/2021,0.304,-21.8,-43.2,13.6,-3.32,-14.6,39.1,15.7,34.6,20.08000000000001
9,04/21/2021,12.1,-2.42,-23.3,21.6,16.8,24.8,-41.7,26.6,33.0,55.38
25,04/21/2021,12.0,4.47,4.93,18.0,14.9,32.5,-43.3,24.2,33.3,89.0
34,04/21/2021,17.3,4.44,6.32,24.8,9.59,26.7,-28.5,24.7,39.5,107.55000000000001
36,04/21/2021,12.7,-3.59,-26.6,18.4,6.13,9.33,-30.3,22.2,37.2,32.769999999999996
44,04/21/2021,7.34,-18.1,-17.7,13.4,4.52,13.0,66.5,23.6,42.6,127.82
9,04/22/2021,12.4,-3.34,-25.1,21.3,17.9,13.0,-41.9,27.1,33.3,42.26
25,04/22/2021,13.9,8.62,1.36,24.0,16.6,27.0,-39.6,27.3,38.0,103.28
34,04/22/2021,18.0,2.63,5.81,23.6,12.8,28.4,-27.9,25.6,38.1,109.04000000000002
36,04/22/2021,13.5,-3.68,-28.5,19.0,9.46,10.1,-30.2,23.2,35.9,35.28
44,04/22/2021,12.2,-14.8,-24.2,12.6,5.48,18.7,96.6,20.4,34.7,149.48000000000002
